suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0000,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,132,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,1,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0001,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,2,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0002,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,3,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0003,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,4,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0004,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,5,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0005,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,6,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0006,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,141,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,7,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0007,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,8,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0008,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,9,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/0009,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,134,
