suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,0,libero_goal/put_the_bowl_on_top_of_the_cabinet/0000,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,98,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,1,libero_goal/put_the_bowl_on_top_of_the_cabinet/0001,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,95,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,2,libero_goal/put_the_bowl_on_top_of_the_cabinet/0002,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,97,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,3,libero_goal/put_the_bowl_on_top_of_the_cabinet/0003,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,93,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,4,libero_goal/put_the_bowl_on_top_of_the_cabinet/0004,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,92,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,5,libero_goal/put_the_bowl_on_top_of_the_cabinet/0005,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,94,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,6,libero_goal/put_the_bowl_on_top_of_the_cabinet/0006,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,92,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,7,libero_goal/put_the_bowl_on_top_of_the_cabinet/0007,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,96,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,8,libero_goal/put_the_bowl_on_top_of_the_cabinet/0008,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,97,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,9,libero_goal/put_the_bowl_on_top_of_the_cabinet/0009,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,94,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,10,libero_goal/put_the_bowl_on_top_of_the_cabinet/0010,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,97,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,11,libero_goal/put_the_bowl_on_top_of_the_cabinet/0011,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,98,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,12,libero_goal/put_the_bowl_on_top_of_the_cabinet/0012,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,96,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,13,libero_goal/put_the_bowl_on_top_of_the_cabinet/0013,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,93,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,14,libero_goal/put_the_bowl_on_top_of_the_cabinet/0014,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,96,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,15,libero_goal/put_the_bowl_on_top_of_the_cabinet/0015,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,97,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,16,libero_goal/put_the_bowl_on_top_of_the_cabinet/0016,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,100,
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,17,libero_goal/put_the_bowl_on_top_of_the_cabinet/0017,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,96,
