suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0000,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,176,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,1,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0001,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,172,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,2,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0002,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,176,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,3,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0003,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,183,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,4,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0004,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,170,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,5,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0005,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,6,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0006,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,180,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,7,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0007,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,183,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,8,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0008,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,179,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,9,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0009,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,170,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,10,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0010,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,185,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,11,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0011,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,188,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,12,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0012,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,187,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,13,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0013,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,14,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0014,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,15,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0015,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,175,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,16,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0016,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,183,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,17,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0017,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,180,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,18,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0018,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,181,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,19,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0019,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,182,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,20,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0020,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,182,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,21,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0021,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,0,810,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,22,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0022,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,175,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,23,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0023,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,241,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,24,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0024,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,25,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0025,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,243,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,26,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0026,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,176,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,27,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0027,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,186,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,28,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0028,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,174,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,29,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0029,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,187,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,30,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0030,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,31,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0031,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,183,
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,32,libero_goal/open_the_top_drawer_and_put_the_bowl_inside/0032,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,233,
